movie_index,similarity_score,movie_title
2417,0.03615343141187794,The Hills Have Eyes
252,0.036130019365766104,The Green Hornet
1021,0.03610619081029436,Out of Sight
4071,0.035627681278743904,From Russia with Love
767,0.03556336545607034,xXx: State of the Union
3852,0.03550471949757827,The Secret
3300,0.035468028382875896,My Lucky Star
3240,0.03540992512997454,28 Days Later
1023,0.035327365401011925,Earth
3025,0.035317291426698275,The Second Best Exotic Marigold Hotel
2007,0.03505078100018341,Harley Davidson and the Marlboro Man
740,0.034986327038612694,Alien: Resurrection
3592,0.03496808567319399,Friday the 13th Part VIII: Jason Takes Manhattan
4272,0.034965875722328475,Journey from the Fall
702,0.03496390366107401,The Italian Job
368,0.034885904380497317,Percy Jackson: Sea of Monsters
2295,0.03486439323873308,Firestorm
1324,0.03480710589105633,Virgin Territory
2966,0.03458240791857766,2001: A Space Odyssey
1349,0.03451089656481181,Ghosts of Mississippi
1745,0.03445876062919683,My Sister's Keeper
2580,0.03413291092601288,Country Strong
835,0.03383596346095367,Mr. Popper's Penguins
503,0.03380957276931286,The Adventures of Rocky & Bullwinkle
3841,0.033802514592449165,Evil Dead II
2262,0.033696749641483094,CJ7
3953,0.03369439465738177,Fort McCoy
3372,0.03361014675033725,Split Second
3586,0.033580247784681,"As Above, So Below"
3309,0.033363590401230665,Rumble in the Bronx
3322,0.03309741520437354,Betty Fisher and Other Stories
574,0.03298821861118797,S.W.A.T.
1479,0.03298574922619049,Exit Wounds
2165,0.0329536912266742,Shorts
2148,0.032814215719629544,High Fidelity
2048,0.03279331935584532,Darling Lili
2795,0.03277734045319698,Sorority Row
4083,0.03254723540761927,The Hustler
901,0.03231483677115495,Robin Hood: Prince of Thieves
52,0.03224712005893113,Transformers: Dark of the Moon
2338,0.032185122069457554,Spy Hard
4521,0.031829611925195504,Beyond the Mat
2396,0.0317824822070686,Hoodwinked!
1224,0.03167810382463867,Final Destination 5
1727,0.031634557224672726,3 Days to Kill
2813,0.03162548492597554,Think Like a Man
580,0.03156620763455993,Olympus Has Fallen
2977,0.03153542019413933,Saw III
2217,0.031376763702951574,Everyone Says I Love You
808,0.03135754613321181,Walking Tall
1195,0.031323007568988995,Unknown
889,0.031166959644948915,The Thin Red Line
2498,0.03112828400150788,Good
1664,0.031100025683913037,Dead Man Down
617,0.031027422947691206,Agora
1413,0.03095744308801025,Untraceable
2495,0.030896299470522085,Trance
115,0.030822136994928393,Hancock
3968,0.030779802356029194,Enter the Dangerous Mind
1209,0.03075954843860996,The Rainmaker
2638,0.030613228112380812,Metropolis
2140,0.030598813916402012,Paint Your Wagon
3759,0.030551128597446468,The Night Listener
3337,0.03042047051372519,The Godfather
3339,0.03036066326444019,(500) Days of Summer
51,0.030251879545740774,Pacific Rim
4478,0.030147570370755702,Bled
1112,0.03008564956738212,Finding Forrester
3169,0.0300407967872035,The Purge: Anarchy
2141,0.03003538075322084,Milk
4763,0.02997419018183483,Smiling Fish & Goat On Fire
1995,0.029927747811399077,Pitch Black
3848,0.029911265691744925,D.E.B.S.
4019,0.029841451734176738,Jesus' Son
2860,0.029768607930206227,Das Boot
1233,0.029511622863567382,Get Rich or Die Tryin'
588,0.02949786267647792,Wall Street: Money Never Sleeps
1151,0.029420947468285507,Double Jeopardy
4801,0.029395184817439128,Shanghai Calling
371,0.02936602829576938,The Saint
393,0.029344774822147597,102 Dalmatians
824,0.029279613679665986,The Pursuit of Happyness
1425,0.029275143473406456,Abduction
2786,0.029273359046003887,I Love You Phillip Morris
2490,0.029176323385586966,Highlander
731,0.02917067090373374,The Jackal
402,0.02916593827536813,The Rundown
1601,0.029120543995275954,Step Up 3D
1852,0.02910786525383165,The Last Emperor
827,0.029086747642866367,City of Angels
3023,0.029051306929559203,Rushmore
2918,0.029047127003906565,Jackass Number Two
396,0.02904641748727972,Enemy of the State
3998,0.029041540925459373,Friday the 13th: The Final Chapter
3253,0.028962243000030287,Drive Me Crazy
4236,0.02895991001747862,Mooz-lum
2985,0.028949029058273058,The Color of Money
4694,0.028938626731737933,Archaeology of a Woman
3329,0.028933495781386848,The Hole
502,0.02892857390495317,The Invasion
2476,0.028905166147003385,White Oleander
1523,0.02879188051811415,The Good German
776,0.028626142344279494,Winter's Tale
2492,0.02861845959901782,Steel
3400,0.02844873280298205,Z Storm
3980,0.028347686277858795,High Tension
2409,0.028206733765620412,Halloween
1868,0.028041696039734852,Cradle 2 the Grave
296,0.027982545055631556,End of Days
1510,0.027809417791753957,1941
3601,0.02778384611955174,April Fool's Day
401,0.027708474894816825,Enemy at the Gates
3725,0.02767313068365961,The Sweeney
2100,0.02766013704601533,Mortal Kombat
696,0.027482143450275727,The General's Daughter
1829,0.027481100929903943,No Country for Old Men
4226,0.027440468528016602,Nine Queens
3241,0.027428459805854264,You Got Served
3402,0.027377718976466337,The Snow Queen
4450,0.02728956151762703,American Hero
3574,0.027280605058408774,Oculus
3391,0.027244300696319536,Dom Hemingway
599,0.027185184443234683,Hart's War
158,0.027181731041661335,Star Trek
3119,0.02712448795171042,Free Style
4444,0.027025149106873807,Elza
3693,0.02700104534622771,Out of the Blue
2671,0.02698909646531289,Born on the Fourth of July
102,0.02692013454042547,The Hunger Games: Mockingjay - Part 2
3727,0.026831173443117015,Easy Money
1448,0.026813796541906795,Sabotage
900,0.026757504946607048,The Adjustment Bureau
338,0.0267223590679353,The Alamo
2921,0.02671940742543253,Drive Hard
1427,0.02665726601773077,Wonder Boys
311,0.026448416496071245,The Adventures of Pluto Nash
1567,0.026443515536244078,Warm Bodies
1129,0.026278817514930032,The Mothman Prophecies
1731,0.026188789489758568,Just My Luck
3623,0.02617857213470633,Made
4143,0.02612953880990225,Rockaway
1759,0.0260972102290577,The Right Stuff
1028,0.02607554134539995,Solaris
975,0.026063461755076137,The International
600,0.026046683897302383,Killer Elite
4782,0.025995754580257477,Flywheel
911,0.025895704294887176,22 Jump Street
76,0.02573873661580147,G.I. Joe: The Rise of Cobra
347,0.025727139694243714,Cloudy with a Chance of Meatballs
277,0.02566713761101582,Casino Royale
2596,0.02566236744667774,Knockaround Guys
281,0.025419021108625952,American Gangster
255,0.025362355206579163,Home on the Range
3454,0.02534155816260976,The Usual Suspects
97,0.0253133635514353,Shin Godzilla
3896,0.02524198630434355,Sinister
176,0.025163741362135637,The Revenant
1702,0.0251500203770012,Die Hard
2035,0.025062098479941796,Our Kind of Traitor
750,0.025013576085854486,State of Play
122,0.02494077969791899,X-Men Origins: Wolverine
3494,0.02491122259040497,Beastmaster 2: Through the Portal of Time
1186,0.024808347297511447,The Final Destination
4581,0.024722529710281927,Gory Gory Hallelujah
1287,0.02468708396314073,A Monster in Paris
3888,0.024643704484592546,The Original Kings of Comedy
300,0.024620704088438666,Starship Troopers
2031,0.024590573661070928,The Informant!
787,0.024553983562426846,The Great Raid
4349,0.02453373857831782,Love Me Tender
3191,0.024479815075691382,The Legend of Suriyothai
544,0.024473258989614805,Flight of the Phoenix
3349,0.02447221392600393,Desperado
289,0.024414628771308372,The Emperor's New Groove
921,0.02440972559272121,We Bought a Zoo
1361,0.02436704038249056,Lethal Weapon 3
1133,0.024258318266601003,15 Minutes
394,0.02423081429384286,Tower Heist
4253,0.024218120726565127,Closer to the Moon
2278,0.024187452031078194,Dances with Wolves
1269,0.02415594522516686,Raise the Titanic
831,0.024049021024698344,Tango & Cash
2913,0.024001385417548562,Dirty Grandpa
3013,0.02396790108140875,Pete's Dragon
2649,0.02396486392759491,The Son of No One
4714,0.023964117211357622,An American in Hollywood
203,0.023949496430267874,X2
2537,0.023825421881491067,Wag the Dog
1830,0.023722333993164615,Ride Along
2982,0.023678944761999207,Saw IV
4309,0.02364921901563399,The Blade of Don Juan
4675,0.023603529908544967,The Grace Card
3550,0.023501112734024908,Saint Ralph
2380,0.023481519632045783,The Wraith
1399,0.023471261273083924,In Time
4502,0.02344865757735594,Water & Power
2267,0.023409485145966167,Regression
3680,0.02329125095609836,Lady in White
2588,0.023237708708745655,A Most Wanted Man
155,0.023226602228193203,Fun with Dick and Jane
1037,0.023212964620631427,Liar Liar
3134,0.02315128444467771,Partition
3365,0.023027277764310475,Beyond the Lights
2692,0.023001853027100644,Thinner
3111,0.022964622142766858,Police Academy: Mission to Moscow
2898,0.022939244683496764,City of Life and Death
918,0.022901305814678353,Inside Man
2598,0.02288420543271235,The Muse
3526,0.022861899574450062,The Sting
2863,0.022792639407715403,House of Flying Daggers
3657,0.022778553466567684,Sleep Tight
1423,0.02275992997714931,Ella Enchanted
3907,0.022758945585356585,Jason Goes to Hell: The Final Friday
3806,0.022631248684616145,The Veil
2765,0.02258879511607235,54
228,0.022558942762147188,Oblivion
4204,0.02251593215190992,Foolish
1375,0.022513992649071148,Sky High
994,0.022510844781494056,Gamer
516,0.02244573766370897,Hairspray
149,0.022321641198924,Armageddon
518,0.02224023220366612,Inspector Gadget
510,0.02223994568630015,Children of Men
2582,0.02221590900107548,The Place Beyond the Pines
3549,0.022106536707975286,Grabbers
784,0.022053927020597185,In the Name of the King: A Dungeon Siege Tale
2341,0.021982222232548487,Catch-22
607,0.02189261644473881,Sky Captain and the World of Tomorrow
667,0.021825839881839573,Oliver Twist
4357,0.021808517774287658,October Baby
2586,0.021722050611656125,Firestarter
2203,0.0216532787624701,The Quiet American
3490,0.02163188429440501,The Wild Bunch
635,0.02159238259170297,Apollo 13
140,0.021575426233392023,White House Down
795,0.021545794540421787,Leatherheads
1672,0.02150093614727992,1911
154,0.021470796190358396,Rise of the Guardians
2167,0.021455514140504974,Nerve
4108,0.02144056985596925,In the Shadow of the Moon
4516,0.021337554032957496,Kingdom of the Spiders
2395,0.021334316664517593,Step Up 2: The Streets
1590,0.02131180578061017,Atonement
3816,0.021271993731044474,Annie Get Your Gun
3200,0.021259248276157893,The Girl on the Train
3285,0.021213175395584268,Restless
782,0.0212006131402202,The Spirit
3914,0.02115634352064564,Judgment at Nuremberg
2029,0.021117699632697325,Underworld
3334,0.02107891180058962,Juno
1813,0.02105944618249345,Gran Torino
4506,0.02097497154282864,The Maid's Room
1503,0.020892622993413542,Takers
2060,0.020848915533379062,Out of the Furnace
3857,0.02075107588910119,Wicked Blood
243,0.0207342262007597,Night at the Museum
4781,0.02057725227922094,Dry Spell
3030,0.020570192926009225,Tremors
908,0.020529715259211132,Super 8
961,0.020508930398825113,The Beach
1635,0.020446618780374893,The Replacement Killers
4411,0.02044453585903204,Proud
2784,0.02041060436823846,Operation Chromite
1140,0.020407126814346668,Micmacs
680,0.020365028971602018,U-571
2433,0.020351592029149258,Superman IV: The Quest for Peace
1626,0.02034649299390683,My Super Ex-Girlfriend
2544,0.020314321938465725,Not Another Teen Movie
353,0.020238471044539796,Tropic Thunder
682,0.020208962989921676,The Love Guru
127,0.020208260429132915,Mad Max: Fury Road
2283,0.02020213202796588,Thir13en Ghosts
3569,0.020147685733355875,Paranormal Activity: The Marked Ones
469,0.02010767045265729,The Legend of Zorro
222,0.020082959127419493,Elysium
579,0.020057798506795614,We Were Soldiers
1456,0.020029293539352434,Bound by Honor
259,0.020009975751436523,Speed 2: Cruise Control
1401,0.019970057084655757,Something Borrowed
1835,0.019925322526068903,No Strings Attached
1652,0.019909912496278753,Dragonball Evolution
4133,0.019884467031976317,Plush
3450,0.019837402497538143,West Side Story
679,0.019836470039739155,Little Man
4778,0.01982212818552256,Rampage
493,0.019818791131248827,A Beautiful Mind
2386,0.01977572216943462,One Man's Hero
4220,0.0197722541106051,Kickboxer: Vengeance
764,0.01975950211368434,The Legend of Bagger Vance
1850,0.019745330796426593,Scarface
2640,0.019726264968651926,Things to Do in Denver When You're Dead
216,0.019661505106192516,Life of Pi
760,0.019640114425276637,Analyze That
4082,0.019625577896328145,Courageous
3043,0.019615207518763896,End of the Spear
3989,0.019609248378710555,Lage Raho Munna Bhai
4157,0.019583684372420126,The Curse of Downers Grove
2698,0.019578692334726033,Head Over Heels
2053,0.019577218744981962,Joyeux Noël
3202,0.019556520974581836,Crocodile Dundee
4601,0.01949957839463959,Rotor DR1
4276,0.019483032560156276,Def-Con 4
1278,0.01945337445935997,The Gunman
2228,0.019430606613866263,An American Carol
622,0.019389053551392345,Body of Lies
3068,0.01937955470801111,Rescue Dawn
45,0.01937366954192951,World War Z
1831,0.019283814750071113,Bridget Jones's Diary
256,0.01926313461618279,Allegiant
2597,0.019212967624431938,Confidence
3433,0.019138341499834025,The East
3234,0.01913352466188065,Nightcrawler
3539,0.01911215103280676,Harvard Man
972,0.01909674237754613,The Host
364,0.019047809159990173,The Haunted Mansion
3750,0.01903623436571707,The Great Escape
3128,0.01903599215528894,Fifty Dead Men Walking
1892,0.01901664250664722,The Losers
2335,0.019016117410094607,Blue Jasmine
3287,0.019003645741251414,The Land Girls
3343,0.01897958229742133,Live and Let Die
623,0.018954040437281564,Dinner for Schmucks
4649,0.018947943393879164,Shotgun Stories
2750,0.01893935234432177,No Good Deed
4065,0.01887368939942915,Mi America
3007,0.018845999810619466,Road House
1480,0.01879551100369999,Big Momma's House
4466,0.01869933027768777,Vessel
4553,0.018602033867028855,America Is Still the Place
508,0.018563057110795207,The Lost World: Jurassic Park
4469,0.018561586695631262,Aqua Teen Hunger Force Colon Movie Film for Theaters
4174,0.018506840274737715,The Crime of Padre Amaro
3605,0.018494653791018795,Sunshine Cleaning
4123,0.01842945110703085,Roadside Romeo
1407,0.01842348380063878,House of Wax
3212,0.01839883454427122,The Rose
1247,0.01837340284584766,City By The Sea
4644,0.018354529734111075,Teeth and Blood
633,0.018330808586851023,Lincoln
169,0.018320637574472044,Captain America: The First Avenger
963,0.018285570901370198,Ninja Assassin
112,0.01828170655662725,Alexander
3034,0.01827889475589003,Mud
781,0.018220938719528436,Inkheart
4238,0.018214110640846017,Modern Times
3475,0.018166537924549295,Casa De Mi Padre
3746,0.01816176444814027,The Boy Next Door
1492,0.018128239469191988,The Reader
3804,0.018115580790626043,Hell's Angels
505,0.018031372835792793,The League of Extraordinary Gentlemen
4571,0.01799146604994658,Rise of the Entrepreneur: The Search for a Better Way
3874,0.017947724945118527,The Opposite Sex
1951,0.017902029912686652,Space Dogs
3001,0.0179001114157421,The Last Dragon
1491,0.01786595276305219,Doomsday
101,0.017826052140205752,X-Men: First Class
337,0.017770870955910623,A Good Day to Die Hard
2389,0.01776538129462486,Renaissance
932,0.01775705280282051,V for Vendetta
1548,0.01773138178919494,DodgeBall: A True Underdog Story
316,0.01769910526716111,Gangs of New York
1417,0.017670937776822625,Alex Cross
3180,0.017650353329627524,The Way of the Gun
16,0.017649727257592184,The Avengers
2915,0.01764491817676349,Trash
4597,0.017548926601770324,Censored Voices
4136,0.017491165525294602,Freeze Frame
677,0.017369785638648078,Clear and Present Danger
949,0.01735583329056131,American Reunion
1031,0.01735476440897509,My Best Friend's Wedding
4783,0.017333911312492675,Backmask
2160,0.017305165320062474,Stay Alive
856,0.0172748454801902,Turbulence
1879,0.017147718301703814,The Sitter
3232,0.017128735417678363,Pulp Fiction
2091,0.01706850182678776,The Silence of the Lambs
1369,0.01703558452408485,Cape Fear
592,0.017034873862673907,Seven Years in Tibet
800,0.017028194763914713,Red Tails
3397,0.01702741717490581,Ca$h
426,0.01697858366323002,The Hunger Games
4380,0.016974050556573056,The Battle of Shaker Heights
2334,0.016973513028281127,Birdman
2805,0.016949008498582344,The Land Before Time
642,0.016808838334826427,Unbroken
2368,0.016805631949616782,Ed Wood
691,0.01677963092035351,Wild Hogs
1290,0.01676781194114146,Baahubali: The Beginning
2910,0.016758683955027914,A Tale of Three Cities
4223,0.01674806979946756,Buffalo '66
1127,0.01673263697896466,High Crimes
636,0.016715853233968087,The Santa Clause 2
1564,0.016686958081399122,Legends of the Fall
4259,0.016686407026638556,Snow White and the Seven Dwarfs
128,0.016679975917070305,Angels & Demons
3044,0.016674495642504922,Get Over It
4792,0.016646340111951534,Cure
3774,0.016639581205012483,Red State
2373,0.01663335768551233,Hamlet
2346,0.01658933792218281,Young Sherlock Holmes
4175,0.016564649244827145,Beasts of the Southern Wild
4608,0.016543610949242886,The Prophecy
3810,0.016515321638526866,The Perfect Wave
1191,0.016496345330949413,Small Soldiers
4706,0.016472784611761885,The Horse Boy
4173,0.01646350741484263,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
1043,0.016456786764086306,Miss Congeniality
2737,0.016426972456358175,St. Vincent
272,0.016424556891775917,Town & Country
1179,0.016406579686463574,"I Love You, Man"
1005,0.01631179400286923,Traffic
1877,0.01617204997965401,Tora! Tora! Tora!
1271,0.01614470351578213,Pandorum
285,0.016139029198868716,The Other Guys
4072,0.016106768947613485,The Toxic Avenger Part II
4125,0.016088503102250868,The Lost Medallion: The Adventures of Billy Stone
3189,0.016086906030557784,The Wailing
3297,0.016073418435182084,The Death and Life of Bobby Z
2877,0.01605520207698887,The Host
186,0.016005438335480723,Bad Boys II
3306,0.015941508523911508,Code of Honor
2917,0.01592743056463272,The Fighter
2811,0.01591404210490081,Ernest & Celestine
3611,0.015879446052274763,A Farewell to Arms
2487,0.015878729970498665,Duets
2248,0.015878365125632937,Bon voyage
1301,0.015871592743755665,Sgt. Bilko
1254,0.015869171468744784,Get Carter
3983,0.015867647019279035,Hustle & Flow
2337,0.015858877387996188,Honey
4552,0.015845876173097972,Girls Gone Dead
1534,0.015806267782727288,Arachnophobia
448,0.01577827777868119,Cold Mountain
3516,0.015774964485223805,The Train
3020,0.015761745573243578,Sugar Hill
1174,0.01575442635977531,Ride Along 2
2271,0.01574920817806498,Ramanujan
3445,0.015744777142787318,Platoon
3606,0.01573788998802213,No Escape
528,0.01571790644462409,Munich
999,0.015712800074918928,What Planet Are You From?
118,0.015698485342552963,Ratatouille
2186,0.01569435539820455,The Kite Runner
2437,0.015694146485721587,Shanghai Surprise
1288,0.015667696910475183,The Last Shot
4216,0.015643924541487577,Mr. Smith Goes to Washington
4269,0.015603637421517196,The Ballad of Gregorio Cortez
1206,0.015596454315820346,The Odd Life of Timothy Green
3843,0.015593479477926086,Sharknado
1277,0.015581298719927208,Delgo
1588,0.015571746336890745,P.S. I Love You
1528,0.015530877310197994,Criminal
2757,0.015498138147790837,Letters from Iwo Jima
3647,0.015457083282572845,Out of the Blue
3760,0.015428484925043865,The Jerky Boys
3813,0.015413425758093334,Gone with the Wind
1185,0.015407319970773619,The Other Woman
4465,0.015323656714882783,Saints and Soldiers
773,0.015316252404230467,Flyboys
1662,0.015277057974354583,Glory
2731,0.015258991892692099,The Godfather: Part II
4482,0.015212513330025875,L.I.E.
123,0.015210802247633637,The Matrix Revolutions
1167,0.015161554334540946,Dracula
3259,0.015151233448885616,Bon Cop Bad Cop
3643,0.015103953980013633,Bottle Rocket
2394,0.015101652772594931,Wolves
4625,0.015093502611990248,Midnight Cabaret
404,0.015071713858323725,Memoirs of a Geisha
2219,0.015044773954767292,Everybody's Fine
3305,0.015039748238919749,The Blood of Heroes
2973,0.015034405420300653,For Greater Glory - The True Story of Cristiada
2179,0.014984474650539075,School for Scoundrels
604,0.014974417343611404,Osmosis Jones
1420,0.014972799955206482,Nanny McPhee and the Big Bang
4378,0.014938364476130813,Wristcutters: A Love Story
1459,0.014933803435833705,Lion of the Desert
4723,0.014907413965156123,The Gallows
2713,0.014820751674217227,The Lucky Ones
2390,0.014815628667183106,Red Sonja
86,0.014815557123712053,Shrek Forever After
418,0.014794636850241735,Cats & Dogs 2 : The Revenge of Kitty Galore
2233,0.014789363943662497,Little Boy
46,0.014786782326489393,X-Men: Days of Future Past
1711,0.014782011636207508,Identity
175,0.01477820010330834,The BFG
4353,0.01476283268816275,The Green Inferno
3790,0.014752247031175968,An Everlasting Piece
391,0.014743234740383599,Enchanted
1115,0.014709217104964985,The Sweetest Thing
2026,0.01468035852525858,The Net
1818,0.014658878426194804,Schindler's List
444,0.014641588951948977,Road to Perdition
1620,0.01463447802522189,Winnie the Pooh
2052,0.01462465758934194,Black Book
3642,0.014593672915841582,Atlas Shrugged Part III: Who is John Galt?
4772,0.014591951984865303,Down Terrace
162,0.01457262138413824,Stealth
3040,0.014554928758103847,The Matador
3978,0.014509362869037364,Amnesiac
1775,0.014490955324871638,The Statement
2988,0.01447273031522721,The Grudge
2378,0.014452620568355517,The White Ribbon
2074,0.014434022335473671,The Transporter
1776,0.014390277836861008,The Magic Flute
848,0.01438307604529597,The Pirates! In an Adventure with Scientists!
3556,0.014371317097008767,10 Cloverfield Lane
4010,0.014364713946035968,That Thing You Do!
2631,0.014339375610066953,The Company
1015,0.014338346882476476,K-PAX
3710,0.014322591145828862,Life During Wartime
4575,0.01431237587163285,Napoleon Dynamite
2183,0.014218037301840897,Home for the Holidays
1087,0.014211036986425852,The Pledge
1864,0.01420057666838765,The Giver
4472,0.01418272106617188,Kill List
1039,0.014167078141438746,Inchon
1632,0.014161948735638688,The Next Three Days
3327,0.014156027515927061,Ta Ra Rum Pum
4515,0.014141355051003586,High Road
1502,0.014136579156800423,Men of Honor
4529,0.014116342467355925,Hurricane Streets
4094,0.014085840495992291,Alexander's Ragtime Band
4267,0.014082355683094053,Batman
35,0.014062980145080596,Transformers: Revenge of the Fallen
979,0.014045440228951232,Free State of Jones
3310,0.014023567057867123,Far from Men
4564,0.014001371292741741,Straight Out of Brooklyn
785,0.013974144859540485,Beyond Borders
1160,0.013907313576320532,The Conjuring 2
950,0.013900456337857501,The Negotiator
2954,0.013881946773999508,The Molly Maguires
2014,0.013867371915855216,1408
1657,0.013855276640562525,An Unfinished Life
